"SiteID","HYBAS_ID","log_CVc","log_CVe","log_Delta","log_Psi","log_omega","s_nat_rich_covar","s_inv_rel_abund","yrs_with_intro","s_inv_rich","s_spat_btw_c","b_spat_wc_mean_c","s_spat_btw","b_spat_wc_mean"
"S12876",7070642870,-0.587003878739654,-0.0170160685422349,-0.127326289348268,-0.182072071878937,-0.260589448970215,14,0,0,0,-0.0042331711704383,-33.0185025452322,0.000182206804723361,31.8797518610422
"S12877",7070642870,-0.847450169984498,-0.334034423632881,-0.180113387089497,-0.26518370188999,-0.0681186573721306,13,0,0,0,-0.00420513935432701,-33.0185025452322,0.000210238620834647,31.8797518610422
"S1292",2070514170,-0.321117342212662,0.0933669214806301,0.0325522965828147,-0.593398606241056,0.146362045964949,3,0.0988070539419087,5,3,-0.00242532822391788,-12.546489700392,0.00199004975124378,52.3517647058824
"S1302",2070016950,-0.547761828819581,0.0602639306135868,-0.0287321192787687,-0.423931753973877,-0.155361886180522,2.5,0,0,0,-0.00251160504335135,-46.100921072941,0.00190377293181032,18.7973333333333
"S1933",2070514170,-0.340251070992544,-0.210694658784882,-0.00416260098744086,-0.443904936151547,0.318511124931325,2.5,0,0,0,-0.00441537797516166,-12.546489700392,0,52.3517647058824
"S1942",2070016950,0.031617333775743,0.478414027676059,-0.0398418226171015,-0.333827476194178,-0.0731273950890369,3,0,0,0,-0.00251160504335135,-46.100921072941,0.00190377293181032,18.7973333333333
"S2229",2070507930,-1.03733168365649,-0.566633665098574,-0.0525078745285641,-0.151041332272877,-0.267148811756477,14,0.0237527606220309,6,5,-0.00214829387713726,93.5760313080114,0.0022670840980244,158.474285714286
"S2238",2070507930,-1.38366955231707,-0.844768309624322,-0.112254847678558,-0.23851371693797,-0.188132678076219,9,0.00480460775736366,6,2,-0.00441537797516166,93.5760313080114,0,158.474285714286
"S2244",2070493320,-1.15557438810711,-0.830856438888658,-0.094128405851762,-0.141970561805553,-0.088618981561143,7,0.00202244774038605,6,1,-0.00237320261445134,21.7557455937256,0.00204217536071032,86.654
"S2251",2070507930,-0.695161346613778,-0.499242515399838,-0.0491318366383092,-0.0809754096005179,-0.065811584975113,12,0.00181797760020538,3,2,-0.00437939251328826,93.5760313080114,3.59854618734031e-05,158.474285714286
"S24",2070469050,-0.33233908347604,-0.0683953273517046,0.0132317331484444,-0.133926327234402,-0.143249162038378,4,0,0,0,-0.000873987979588399,18.6381900381701,0.00354138999557326,83.5364444444444
"S2503",2070418400,-0.605720639391284,-0.0738471821683809,-0.0206927612355995,-0.212984279209385,-0.298196416777919,8,0,2,2,-0.0042850025625921,98.8897455937256,0.000130375412569562,163.788
"S2508",2070418400,-0.611898394696085,-0.37494734582685,0.111980016265958,-0.241525298074766,-0.107405767060427,10.5,0,0,0,-0.00386642886960561,98.8897455937256,0.000548949105556051,163.788
"S2540",2070418400,-0.662836126083086,-0.538436299282274,0.0729414802525428,-0.104050915728131,-0.0932903913252241,10,0,0,0,-0.00426784790304347,98.8897455937256,0.000147530072118189,163.788
"S2546",2070418400,-0.530946053612256,-0.588536140832433,0.104571539320208,-0.0700972435344695,0.0231157914344375,2,0,0,0,-0.00441537797516166,98.8897455937256,0,163.788
"S2561",2070418400,-0.732113558636947,-0.269864095571697,-0.0959758106600967,-0.180135060763757,-0.186138591641397,12,0.000579710144927536,3,3,-0.00191765954488163,98.8897455937256,0.00249771843028003,163.788
"S2595",2070418400,-0.759721428841806,-0.377436711338573,-0.0329355441958227,-0.131174123604494,-0.218175049702916,14.5,0.00487820029535757,3,2,-0.00330375603641066,98.8897455937256,0.001111621938751,163.788
"S26",2070469050,-0.769935643493425,-0.515960285046127,-0.0627235296723436,-0.219814526979063,0.0285626982041084,2,0,0,0,-0.00441537797516166,18.6381900381701,0,83.5364444444444
"S2672",2070513970,-0.160003360307573,-0.0475513247752141,0.0319218192860734,-0.0863257510926804,-0.0580481037257515,5,0,0,0,-0.00441537797516166,14.5287281373665,0,79.4269825436409
"S2679",2070016950,-0.201976129736278,0.0491375165711948,-0.0098900989308608,-0.144767943657706,-0.0964556037189059,4,0,0,0,-0.00251160504335135,-46.100921072941,0.00190377293181032,18.7973333333333
"S2929",2070048160,-0.976953601134331,-0.574534417448221,0.0526929069543649,-0.364203491377349,-0.0909085992631261,5,0,0,0,-0.00441537797516166,-41.0182544062744,0,23.88
"S2930",2070048160,-1.558759014907,-1.44063567561687,-0.115161528903805,-0.101334056430676,0.0983722460443439,2,0,0,0,-0.00441537797516166,-41.0182544062744,0,23.88
"S2931",2070048160,-1.7534044290609,-1.553179891413,-0.109205257456811,-0.187235057394969,0.0962157772038738,2,0,0,0,-0.00377088197103689,-41.0182544062744,0.000644496004124774,23.88
"S2946",2070048160,-1.69295065659156,-1.1420094765892,-0.158171055786834,-0.375622739424127,-0.0171473847913974,3,0,0,0,-0.00364198277021193,-41.0182544062744,0.000773395204949729,23.88
"S2953",2070048160,-1.15016489986856,-1.10295565373775,0.00490803399327573,-0.148341771182918,0.0962244910588356,2.5,0.0871640407784986,4,1,-0.00441537797516166,-41.0182544062744,0,23.88
"S2954",2070048160,-1.88819555721886,-1.46946111947072,0.0855257613541554,-0.811306371544432,0.307046172442134,2,0,0,0,-0.00425425397413047,-41.0182544062744,0.000161124001031194,23.88
"S2958",2070048160,-1.03786253448473,-1.05441415873756,0.088720724596772,-0.210176465163369,0.138007364819433,3,0,0,0,-0.00325528516773707,-41.0182544062744,0.00116009280742459,23.88
"S3129",2070022160,-0.256338689995652,-0.00299083339395541,0.0618221160594604,-0.226411031607143,-0.0887589410540137,6,0,3,2,-0.00411027254428499,-41.0182544062744,0.00030510543087667,23.88
"S3131",2070446440,-0.980513131492416,-0.335220761924089,0.0641827778607929,-0.425979644894955,-0.283495502534164,10,0,0,0,-0.00338667381056899,22.5977455937256,0.00102870416459267,87.496
"S3134",2070022160,-0.650309823736529,-0.556616217244115,0.0553294354414672,-0.0879044074289233,-0.0611186345049578,5.5,0,1,1,-0.00380516711340832,-41.0182544062744,0.000610210861753339,23.88
"S3136",2070022160,-0.680400958384327,-0.414480785256715,-0.135013523863539,-0.121840048504479,-0.00906660075959305,5,0,0,0,-0.00422892465629259,-41.0182544062744,0.000186453318869076,23.88
"S3137",2070022160,-0.833952165770718,-0.747657112837223,0.0166260472587939,-0.468039160078629,0.36511805988634,4,0,1,1,-0.0038729683202698,-41.0182544062744,0.000542409654891857,23.88
"S3139",2070022160,-0.722618593832963,-0.555448796010538,0.0466827097271278,-0.41027717881696,0.196424671267407,4,0,2,2,-0.00403399618656582,-41.0182544062744,0.000381381788595837,23.88
"S3148",2070022160,-1.21702944161743,-0.768307454026162,0.0333062042669523,-0.58353941940322,0.101511227544995,4,0,0,0,-0.00382211741512369,-41.0182544062744,0.000593260560037969,23.88
"S3150",2070022160,-0.708031697049712,-0.294219625933067,0.0840763464308546,-0.281921463109799,-0.215966954437701,7,0,0,0,-0.00309325444136276,-41.0182544062744,0.0013221235337989,23.88
"S3230",2070513970,-0.315909288047496,0.153311634152792,-0.0251687096013238,-0.207483727899749,-0.236568484699216,10,0.0606060606060606,7,4,-0.00311677037109269,14.5287281373665,0.00129860760406897,79.4269825436409
"S3237",2070016950,-0.418124285640957,0.0377086177671438,0.00604036918166009,-0.276772846644318,-0.185100425945443,4,0,5,2,-0.00251160504335135,-46.100921072941,0.00190377293181032,18.7973333333333
"S3277",2070446440,-0.408075460501243,-0.324128074991381,0.01418131619354,-0.221408023434562,0.123279321731161,3,0,0,0,-0.00441537797516166,22.5977455937256,0,87.496
"S3329",2070446440,-0.0830279826891941,-0.105794829822264,0.0425688381698178,-0.0189028659012697,-0.000899125135478392,8,0.00455927051671732,3,2,0.0011595349168244,22.5977455937256,0.00557491289198606,87.496
"S3331",2070446440,-0.538915889355195,-0.583909155499999,0.229401985194741,-0.149750369744696,-0.0346583493052421,9,0.0617865128869013,4,4,0.00288510319291533,22.5977455937256,0.00730048116807699,87.496
"S3687",2070553970,-0.527546616870188,-0.175481549956344,-0.107666306664261,-0.537155675781214,0.292756915531631,3.5,0,2,1,-0.00412744885002323,28.2044122603923,0.000287929125138427,93.1026666666667
"S3689",2070553970,-1.1681059517504,-0.579026316790432,-0.0613231260578928,-0.247013677763801,-0.280742831138278,5,0.00296461233961233,8,3,-0.00392811330185048,28.2044122603923,0.000487264673311185,93.1026666666667
"S3692",2070553970,-0.444116492677304,-0.296020673916949,-0.0146514094463523,-0.0820101527282419,-0.0514342565857615,5,0,1,1,0.00216269511453934,28.2044122603923,0.006578073089701,93.1026666666667
"S3698",2070553970,-0.776270971396744,-0.451549317926096,-0.115204653464667,-0.394539221667453,0.185022221661472,3,0.0147058823529412,1,1,-0.00441537797516166,28.2044122603923,0,93.1026666666667
"S3704",2070507930,-0.591977593737703,-0.214850950979771,0.0404400487731731,-0.190339004645621,-0.227227686885484,10,0.00692520775623268,5,2,-0.00117668640655538,93.5760313080114,0.00323869156860628,158.474285714286
"S3705",2070507930,-1.08266808417401,-0.782549180746201,-0.0425549023003604,-0.191105486968027,-0.0664585141594261,4,0,1,1,-0.00441537797516166,93.5760313080114,0,158.474285714286
"S3706",2070507930,-1.21748053879266,-0.963145623460347,0.0908774294498499,-0.206806623091342,-0.138405721690822,9,0.0113470613470613,4,2,-0.00441537797516166,93.5760313080114,0,158.474285714286
"S3709",2070507930,-0.800524243379319,-0.404173224691906,-0.0878207393875183,-0.173582499363982,-0.134947779935913,7,0.0647985989492119,5,3,-0.00416347974204784,93.5760313080114,0.000251898233113822,158.474285714286
"S3775",2070513870,-0.446818994177859,0.289042757024385,0.0117114802580603,-0.544863678790895,-0.202709552669409,4,0,0,0,0.0870878899986945,-50.3891634971835,0.0915032679738562,14.5090909090909
"S3782",2070016950,0.450895479535694,0.555702143419959,0.0156102724146542,-0.0995659215999979,-0.0208510146989208,4,0.00454545454545454,8,3,-0.00251160504335135,-46.100921072941,0.00190377293181032,18.7973333333333
"S3868",2070418400,-0.643475080701572,-0.112185328904217,0.0161448534790168,-0.286097178372354,-0.261337426904018,13,0.00176259344310353,5,1,-0.00287145861578527,98.8897455937256,0.00154391935937639,163.788
"S3953",2070418400,-0.270781641639079,-0.0295670756988582,0.0517953978782389,-0.144881675587895,-0.148128288230565,13,0.00485436893203883,6,2,-0.00441537797516166,98.8897455937256,0,163.788
"S3969",2070460960,-1.21301812577934,-0.462772690278157,-0.0474545283544806,-0.478432717450273,-0.224358189696431,4,0,0,0,-0.00199142936287224,0.687745593725637,0.00242394861228942,65.586
"S3970",2070418400,-0.644451369710573,-1.02998063060253,0.396596734924057,-0.149985487903763,0.13891801387166,2,0,0,0,-0.00441537797516166,98.8897455937256,0,163.788
"S3972",2070460960,-0.559543490890057,-0.239558017169527,0.0828574636766296,-0.194234314721775,-0.208608622675385,13,0.00472542343286188,6,3,0.00649239078014073,0.687745593725637,0.0109077687553024,65.586
"S3973",2070460960,-1.18118366597119,-0.450499239299696,0.0131690906790638,-0.365951699279652,-0.377901818070911,13.5,0.00192779618781774,7,4,-0.00102184991795647,0.687745593725637,0.00339352805720519,65.586
"S3976",2070460960,-0.833429573025819,-0.516930913151149,-0.136091132651703,-0.177717926811587,-0.00268960041137917,5.5,0.00181159420289855,2,1,0.00124050212018032,0.687745593725637,0.00565588009534198,65.586
"S3977",2070460960,-0.607914729122415,-0.133600567380326,-0.0495761175983414,-0.233855140357972,-0.190882903785776,11,0.00786608303804504,4,1,0.0266111642621429,0.687745593725637,0.0310265422373046,65.586
"S4173",7070450470,-1.68627836352412,-0.354651556313096,0.0313388933126593,-0.614976314690381,-0.7479893858333,12.5,0.144788804945055,2,2,0.00633731019688135,-39.3586294062744,0.010752688172043,25.539625
"S4366",7070450470,-1.00188555884116,-0.216647084211078,0.0630452862085675,-0.400849892814368,-0.447433868024284,7.5,0,0,0,-0.00441537797516166,-39.3586294062744,0,25.539625
"S4377",2070564730,-0.999097433078287,-0.520104518591424,0.0319286547570167,-0.241249052483275,-0.269672516760605,7,0.00741341991341991,6,4,-0.00273512099468229,127.572412260392,0.00168025698047937,192.470666666667
"S4378",2070564730,-0.509692508580141,-0.22513004773511,0.00173382738321031,-0.138117395422973,-0.148178892805268,7.5,0.00944986690328305,6,3,-0.00441537797516166,127.572412260392,0,192.470666666667
"S4379",2070564730,-0.150925020707308,0.19253684088291,0.0315250065652487,-0.162650735503326,-0.212336132652141,10,0.0208333333333333,8,8,-0.0037235074537878,127.572412260392,0.000691870521373857,192.470666666667
"S4380",2070564730,-0.243638144993926,0.0566616942255946,-0.0521429314890545,-0.130925169323848,-0.117231738406618,9,0.0310192023633678,9,6,-0.00389647508413127,127.572412260392,0.000518902891030393,192.470666666667
"S4386",2070564730,-1.03677455041564,-0.725622255814103,-0.018374343260888,-0.199925187341774,-0.0928527639988789,4,0,2,2,-0.00367408813083253,127.572412260392,0.000741289844329133,192.470666666667
"S4432",2070513870,-0.13340288794815,0.182295765879688,0.11786020342155,-0.260104470045006,-0.173454387204382,6,0,1,1,0.0478722037241847,-50.3891634971835,0.0522875816993464,14.5090909090909
"S4441",2070016950,-0.0380595824221058,0.330670371811847,-0.0492988766584381,-0.252325868220639,-0.0671052093548758,3,0,4,2,-0.00251160504335135,-46.100921072941,0.00190377293181032,18.7973333333333
"S4445",7070450470,-0.957324257230237,-0.43983039216983,-0.0209782924929276,-0.263220947804357,-0.233294624763123,10.5,0,0,0,0.00172901526600577,-39.3586294062744,0.00614439324116743,25.539625
"S456",2070564730,-0.695726504489993,-0.504799099220189,0.115824918824005,-0.178824017346609,-0.127928306747201,8,0.012580900805706,4,5,-0.00300692727093631,127.572412260392,0.00140845070422535,192.470666666667
"S4650",7070450470,-0.75117855711288,-0.733818134735471,0.0150116468714188,-0.0326243297352483,0.000252260486421029,4,0.00252525252525252,1,1,-0.00441537797516166,-39.3586294062744,0,25.539625
"S4693",2070493320,-0.528753891518597,-0.0667858796136412,-0.100358043222358,-0.146584861009857,-0.215025107672741,16,0.0104356901632236,5,4,0.0150907263533622,21.7557455937256,0.0195061043285239,86.654
"S4694",2070493320,-0.430886066418497,-0.189225904587927,0.0204172155311154,-0.144327851129358,-0.117749526232327,16,0.00214376938514869,7,3,-0.00441537797516166,21.7557455937256,0,86.654
"S4796",7070450470,-1.61054431073189,-0.842465217825345,-0.014690423530955,-0.386546075929062,-0.366842593446523,8,0,0,0,0.000704949725811201,-39.3586294062744,0.00512032770097286,25.539625
"S4834",7070450470,-1.15872590505392,-0.618046666490274,-0.00871231772335103,-0.310689703948486,-0.221277216891809,7,0.00298507462686567,1,1,0.000704949725811201,-39.3586294062744,0.00512032770097286,25.539625
"S4864",2070446440,0.046456203967128,0.101269838309597,0.0422217680380083,-0.0781908596616904,-0.0188445427187873,10.5,0.000525762355415352,1,1,-0.000267377311481555,22.5977455937256,0.00414800066368011,87.496
"S4884",7070450470,-0.952990602283549,-0.416181594203982,0.137233057884563,-0.314141198841128,-0.359900867123002,9.5,0,0,0,-0.00441537797516166,-39.3586294062744,0,25.539625
"S4903",7070360890,-0.229368191559045,-0.193375420195159,0.0287590230491512,-0.0873726782905692,0.0226208838775324,2,0,0,0,-0.00281485074266154,-11.7936178957736,0.00160052723250012,53.1046365105008
"S4941",7070450470,-0.700578806720878,-0.257986161142913,-0.0302596869678758,-0.188128561473881,-0.224204397136208,8,0,0,0,-0.00441537797516166,-39.3586294062744,0,25.539625
"S4991",7070450470,-0.801219075959591,-0.294908009519866,-0.112512063488405,-0.229341962977289,-0.16445703997403,6,0,0,0,-0.00441537797516166,-39.3586294062744,0,25.539625
"S5106",2070513870,-0.26302966998949,0.397749073596836,-0.181270717892762,-0.226848136974821,-0.252659888718742,7,0.00308888757964195,6,2,0.0870878899986945,-50.3891634971835,0.0915032679738562,14.5090909090909
"S5116",2070016950,-0.375689999183265,-0.110887617746325,0.0176239422480002,-0.304208130598758,0.0217818069138182,2,0,0,0,-0.00251160504335135,-46.100921072941,0.00190377293181032,18.7973333333333
"S5119",7070450470,-0.833779559639425,-0.396942078019482,-0.029719277771847,-0.219731794317103,-0.187386409530993,8,0,0,0,-0.00441537797516166,-39.3586294062744,0,25.539625
"S5188",7070450470,-0.128681917509319,0.0235776001588611,0.00499497945789648,-0.130707077157286,-0.0265474199687911,7.5,0,0,0,-0.00441537797516166,-39.3586294062744,0,25.539625
"S5239",7070450470,-0.982989429455612,-0.882926334650316,-0.00266909739879627,-0.0655996591272707,-0.0317943382792289,6,0,0,0,-0.00441537797516166,-39.3586294062744,0,25.539625
"S5280",7070450470,-0.480369260435621,-0.404733548005176,0.0873480608245423,-0.0997973298972814,-0.0631864433577059,8,0.0045045045045045,1,1,0.00172901526600577,-39.3586294062744,0.00614439324116743,25.539625
"S5325",7070450470,-0.709165061231362,-0.387982073071407,-0.0679164849805561,-0.125763568359072,-0.127502934820327,8,0,0,0,0.00172901526600577,-39.3586294062744,0.00614439324116743,25.539625
"S5348",7070360890,-0.832161500935514,-0.708852943001448,-0.0824708450921894,-0.0256503964195938,-0.0151873164222835,4,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S5554",2070513870,-0.567851738706553,0.074483085053021,-0.0709909718524131,-0.74134077499257,0.169996923085409,4,0,1,1,0.0870878899986945,-50.3891634971835,0.0915032679738562,14.5090909090909
"S5561",2070016950,-0.516259746209861,-0.385580953527654,-0.106643255464359,-0.354950699879138,0.330915162661289,2,0,0,0,0.00181515161985391,-46.100921072941,0.00623052959501558,18.7973333333333
"S5691",7070360890,-0.286272881714677,0.0943099103646326,-0.0343526141304148,-0.444539540282628,0.0983093623337328,3,0,0,0,0.00321066354439772,-11.7936178957736,0.00762604151955938,53.1046365105008
"S5697",7070360890,-0.304064584300661,0.143964016684537,0.0132756415945357,-0.468316944257095,0.00701270167736077,2.5,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S5810",7070360890,-0.94675984668001,-0.721399099450337,-0.128224543864872,-0.096767360115873,-0.000368843248928211,3,0,0,0,0.00275168882331313,-11.7936178957736,0.00716706679847479,53.1046365105008
"S5912",7070360890,-0.672561393822647,-0.516226293986346,-0.0339446291959608,-0.359671434629865,0.237280963989524,2,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S5919",7070360890,-0.692542711774388,-0.22702791326671,-0.0521155566548688,-0.49813718428935,0.0847379424365413,3,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S5922",7070360890,-0.677675433192162,-0.42252740943348,-0.0675145870085487,-0.214555432073926,0.0269219953237934,4,0,0,0,0.00275168882331313,-11.7936178957736,0.00716706679847479,53.1046365105008
"S5925",7070360890,-0.474859483702917,-0.361164123519372,-0.0426627532139108,-0.511259781095162,0.440227174125528,2,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S6003",7070546670,-0.82244596115487,0.00872738492118634,-0.154883365582639,-0.177538614736692,-0.498751365756726,21,0.00319488817891373,12,1,0.027548092344473,-60.5554766284966,0.0319634703196347,4.34277777777778
"S6013",2070513870,-0.542183242210895,0.0381382093112306,-0.0696483463974665,-0.257786870935335,-0.252886234189325,10,0,1,1,-0.00441537797516166,-50.3891634971835,0,14.5090909090909
"S6024",2070016950,-0.255600152881397,0.028853412696175,-0.0678896411714763,-0.187271382189331,-0.0292925422167644,3,0,1,1,0.00285357321902318,-46.100921072941,0.00726895119418484,18.7973333333333
"S6029",7070453370,-0.775882921995105,-0.828716144749315,0.18161153437148,-0.27289598290355,0.14411767128628,4,0,0,0,-0.00441537797516166,25.1207911150179,0,90.0190455212922
"S6082",7070360890,-0.316513420067478,-0.275348374599547,-0.0217913397354508,-0.32309549160616,0.303721785873679,2,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S6111",7070360890,-0.499280421656481,-0.269436996832861,0.000117648307147857,-0.229977325566574,1.6252435806633e-05,4,0,0,0,0.00342249803105215,-11.7936178957736,0.00783787600621381,53.1046365105008
"S6176",7070453370,0.144023218774818,0.158854166295182,0.0903457010309083,-0.573491885403031,0.468315236851759,5.5,0,0,0,-0.00391497023552195,25.1207911150179,0.000500407739639706,90.0190455212922
"S6206",7070360890,-0.729666433067776,-0.704318050846588,0.0215978724942724,-0.072644496462169,0.0256982417467092,2,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S6233",7070360890,-0.868675501676626,-0.65431447838588,0.0603361268275057,-0.228464707986678,-0.0462324421315743,3,0,0,0,-0.00293253656858067,-11.7936178957736,0.00148284140658099,53.1046365105008
"S63",2070469050,-0.656589647263207,-0.0441167758770333,0.077847165666603,-0.283966524521439,-0.406353512531337,12,0.0642281879194631,14,5,-0.00128504217550315,18.6381900381701,0.00313033579965851,83.5364444444444
"S6301",7070453370,-0.435331942913668,-0.274207984628319,-0.0245561305749091,-0.102409284376538,-0.0341585433339017,3,0,0,0,-0.00391497023552195,25.1207911150179,0.000500407739639706,90.0190455212922
"S6321",7070360890,-0.491944842144128,-0.338010280837954,0.00868674987312891,-0.11750776681505,-0.0451135443642528,3,0,0,0,-0.002214653030474,-11.7936178957736,0.00220072494468766,53.1046365105008
"S6333",7070360890,-0.629764390570322,-0.409853529133615,-0.0602116328413717,-0.605863040837211,0.446163812241875,2,0,0,0,0.0249590041742523,-11.7936178957736,0.0293743821494139,53.1046365105008
"S6344",7070453370,-0.686405772787926,-0.543251927054439,-0.0228151216602746,-0.106690017294602,-0.0136487067786096,6,0,0,0,-0.0042300417752951,25.1207911150179,0.000185336199866558,90.0190455212922
"S6373",7070360890,-0.80249178104236,-0.600364146137477,-0.00641195145228996,-0.126035869653496,-0.0696798137990974,4,0,0,0,-0.00159091815310263,-11.7936178957736,0.00282445982205903,53.1046365105008
"S6418",7070360890,-0.731923646682669,-0.585755131881516,-0.0921625411264737,-0.101021993537273,0.0470160198625932,3,0,0,0,-0.00106133193646656,-11.7936178957736,0.0033540460386951,53.1046365105008
"S6442",7070360890,-0.732385390200808,-0.451860715624986,-0.167004089013283,-0.368638456562986,0.255117871000446,3,0,0,0,-0.00408585766258811,-11.7936178957736,0.000329520312573554,53.1046365105008
"S6470",2070513870,-0.27542717585181,0.0959044205065385,-0.0951066824522189,-0.133115558032522,-0.143109355873608,9,0,3,2,-0.00441537797516166,-50.3891634971835,0,14.5090909090909
"S65",2070469050,-0.0208898366510387,0.160020325179973,0.0703317918302786,-0.146520657775948,-0.104721295885343,9,0.00626959247648902,13,7,0.00241444558772963,18.6381900381701,0.00682982356289129,83.5364444444444
"S6555",7070360890,-1.30360686255605,-1.01297736977786,-0.231938596241271,-0.33010958463076,0.271418688093836,3,0,0,0,-0.00408585766258811,-11.7936178957736,0.000329520312573554,53.1046365105008
"S6627",7070360890,-0.817184541248244,-0.719828073366283,-0.0451986196317412,-0.116432885627581,0.064275037377361,2,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S6647",7070360890,-0.604277641449184,-0.523849315971844,-0.0261810196727133,-0.531926870231883,0.477679564427255,3,0,0,0,-0.00408585766258811,-11.7936178957736,0.000329520312573554,53.1046365105008
"S6678",7070453370,-0.293564255003944,-0.116772087040363,-0.0497341566052219,-0.11283146270938,-0.0142265486489791,4,0,0,0,-0.00441537797516166,25.1207911150179,0,90.0190455212922
"S668",2070513970,-0.606412576582384,-0.0127655254315306,-0.041923072554305,-0.264294044540207,-0.287429934056341,10,0.476744186046512,5,4,-0.00297248063730725,14.5287281373665,0.00144289733785441,79.4269825436409
"S6699",7070360890,-0.685642961397231,-0.559525801745936,-0.0376763172353977,-0.180169043639025,0.0917282012231274,3,0,0,0,-0.00403878333222046,-11.7936178957736,0.000376594642941204,53.1046365105008
"S6715",7070453370,-0.393940816395613,0.0103160576673265,0.0480651277694813,-0.44170666728375,-0.0106153345486711,3,0,0,0,-0.00424857539528176,25.1207911150179,0.000166802579879902,90.0190455212922
"S6780",7070453370,-0.71947147004034,-0.342453692253568,0.0434077741872182,-0.371009808484329,-0.0494157434896607,5,0,0,0,-0.00441537797516166,25.1207911150179,0,90.0190455212922
"S6781",7070360890,-0.731290988370631,-0.498473231371019,-0.175542585752999,-0.17270506115606,0.115429889909447,4,0,0,0,-0.00413293199295576,-11.7936178957736,0.000282445982205903,53.1046365105008
"S6829",7070453370,0.380865079538056,0.212911346058458,0.172145167600172,-0.0149067024295414,0.0107152683089668,6,0,0,0,-0.00441537797516166,25.1207911150179,0,90.0190455212922
"S6920",2070513970,-0.108337168730368,0.108580410332804,0.150982748047945,-0.262017542557184,-0.105882784553933,4,0.0192307692307692,7,3,-8.66859615984263e-05,14.5287281373665,0.00432869201356324,79.4269825436409
"S70",2070469050,-0.371515017269218,0.316910908722591,-0.22928621677355,-0.372625550635834,-0.0865141585824251,7,0,2,2,0.00459619478143102,18.6381900381701,0.00901157275659268,83.5364444444444
"S71",2070469050,-0.479710005291818,-0.0390834692400026,-0.0609706046680176,-0.180527335787087,-0.19912859559671,11,0,1,1,0.00317331487249533,18.6381900381701,0.00758869284765699,83.5364444444444
"S7137",7070453370,-0.798538522942508,-0.357609388006427,-0.0825999554119058,-0.269719820179691,-0.0886093593444845,8,0.00401606425702811,2,1,-0.0042300417752951,25.1207911150179,0.000185336199866558,90.0190455212922
"S7183",7070360890,-0.375299248079571,-0.280929061563296,-0.0789308659087861,-0.0178835064510268,0.00244418584353857,3,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S7286",7070360890,-0.98079112858188,-0.359935008175945,0.0201351202159427,-0.61630267830919,-0.0246885623126876,3,0,0,0,-0.00406232049740428,-11.7936178957736,0.000353057477757379,53.1046365105008
"S7310",7070360890,-0.290807635498788,-0.0847859555731837,-0.0835006375954991,-0.155836325677735,0.0333152833476299,3,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S7334",7070360890,-0.69857838185279,-0.742216582569024,0.188645335232092,-0.117836051784748,-0.0271710827311089,4,0,0,0,-0.00441537797516166,-11.7936178957736,0,53.1046365105008
"S7422",2070513970,-0.503044087256011,-0.0399289477771823,-0.021809046800452,-0.452802777560716,0.0114966848823398,1,0.5,1,1,-0.00441537797516166,14.5287281373665,0,79.4269825436409
"S7577",7070453370,-1.02919075465798,-0.829079782283471,0.00565276295022722,-0.230561713396106,0.0247979780713741,5,0,0,0,-0.0042300417752951,25.1207911150179,0.000185336199866558,90.0190455212922
"S7681",7070453370,-0.566361943139326,-0.449033342726967,0.00786632404117514,-0.150823237734487,0.0256283132809531,7.5,0,0,0,-0.0042300417752951,25.1207911150179,0.000185336199866558,90.0190455212922
"S77",2070469050,-0.611192573954745,-0.186531742810218,-0.158357520198324,-0.265081844883803,-0.00122146606239917,3,0,0,0,-0.00270792208443884,18.6381900381701,0.00170745589072282,83.5364444444444
"S7765",7070453370,-0.81659481726823,-0.482112910228405,0.0310005000396006,-0.217735112887779,-0.147747294191648,9,0,0,0,-0.00430417625524173,25.1207911150179,0.000111201719919935,90.0190455212922
"S7793",7070453370,-0.493085819559581,-0.334345189805201,0.0806469871540105,-0.126230013364435,-0.113157603543956,7.5,0,0,0,-0.00430417625524173,25.1207911150179,0.000111201719919935,90.0190455212922
"S7824",7070453370,-0.377919652359616,-0.0350235975788722,-0.0349836420610183,-0.165006127200836,-0.142906285518889,8,0,0,0,-0.00441537797516166,25.1207911150179,0,90.0190455212922
"S7859",2070513970,-0.484227524802589,0.263796478557074,-0.0580349883601548,-0.359504878732237,-0.330484136267271,8.5,0.0303365480214754,10,2,-8.66859615984263e-05,14.5287281373665,0.00432869201356324,79.4269825436409
"S7868",5070070110,-0.541877729683215,-0.220975910047953,0.0313066079564212,-0.218734793538055,-0.133473634053628,7,0,2,1,-0.00310647745160145,-29.7803596694323,0.00130890052356021,35.1178947368421
