"SiteID","HYBAS_ID","log_CVc","log_CVe","log_Delta","log_Psi","log_omega","s_nat_rich_covar","s_inv_rel_abund","yrs_with_intro","s_inv_rich","s_spat_btw_c","b_spat_wc_mean_c","s_spat_btw","b_spat_wc_mean"
"S11783",2070513970,-0.135194299846585,0.035136042608908,-0.0288545175408925,-0.119258391513319,-0.0222174334012815,4,0,1,1,-0.00441537797516166,14.5287281373665,0,79.4269825436409
"S11803",2070513970,-0.539615395647807,0.135085355548579,0.00347200817579294,-0.544504396131396,-0.133668363240784,5.5,0.215213741443885,8,4,-0.00203459736770188,14.5287281373665,0.00238078060745978,79.4269825436409
"S1181",2070022040,-0.354374175697653,-0.260555840295162,0.0295307651525051,-0.0840984035509079,-0.0392506970040876,8,0,3,1,-0.000463529726134424,-34.6290236370436,0.00395184824902724,30.2692307692308
"S11815",2070513970,0.363584797859872,0.336746518479175,0.165291949811523,-0.125101265301802,-0.0133524051290238,12,0.0833785352670245,8,7,-0.00152958329945284,14.5287281373665,0.00288579467570882,79.4269825436409
"S11829",2070513970,0.132339136540142,0.285482804471634,0.0679231366924068,-0.212888440433326,-0.00817836419057223,6.5,0.0221989915139589,9,3,0.0350839366486029,14.5287281373665,0.0394993146237645,79.4269825436409
"S11848",2070513970,-1.21915656520351,-0.352792158077588,-0.142615402196181,-0.261940623862664,-0.461808381067075,10,0.0222127900396152,7,2,0.042406640638214,14.5287281373665,0.0468220186133757,79.4269825436409
"S11860",2070513970,-1.49528744033125,-0.218999425400705,0.00675503188087317,-0.648819442428439,-0.634223604382979,7,0.00213675213675213,2,2,0.00820997373106444,14.5287281373665,0.0126253517062261,79.4269825436409
"S11877",7070546670,-0.677680625139551,0.0507524018844705,-0.138331219669263,-0.158241784187997,-0.431860023166762,23,0.00404040404040404,18,1,0.0298311973673041,-60.5554766284966,0.0342465753424658,4.34277777777778
"S11985",7070546670,-0.875471233247587,0.0121197332719691,-0.108478817018621,-0.202486491435062,-0.576625658065874,21,0.00704225352112676,16,1,0.0298311973673041,-60.5554766284966,0.0342465753424658,4.34277777777778
"S12134",5070603260,-0.679817442714554,-0.485819687148551,-0.15298706446078,-0.104774532604986,0.0637638414997632,1.5,0.151209677419355,8,2,-0.00330831191312338,72.627078927059,0.00110706606203828,137.525333333333
"S12135",5070603260,-0.428383084244165,-0.266515146029492,-0.101669044750474,-0.130933210494447,0.0707343170302489,1.5,0.737932584269663,8,2,-0.00384055521218025,72.627078927059,0.000574822762981414,137.525333333333
"S12137",5070603260,-1.17509286938905,-0.262075441852933,0.0173575785349517,-1.06048258866433,0.130107582593262,3,0.144736842105263,6,2,-0.00441537797516166,72.627078927059,0,137.525333333333
"S12139",5070603260,-1.02429150355762,-0.355672828962061,-0.0274486256057601,-0.541448551229058,-0.0997214977607447,3,0.350383631713555,8,4,-0.00441537797516166,72.627078927059,0,137.525333333333
"S12141",5070603260,-0.812982774022485,-0.511682780498362,-0.0727600848716866,-0.315854357424328,0.0873144487718925,2,0.0627805145046524,8,2,-0.00275477888210424,72.627078927059,0.00166059909305742,137.525333333333
"S12219",7070546670,-0.76750800775592,0.029041517426518,-0.0996174876287759,-0.187106651398687,-0.509825386154975,19,0.0087719298245614,16,1,0.0298311973673041,-60.5554766284966,0.0342465753424658,4.34277777777778
"S1222",2070022040,-0.615146546920675,-0.625567706080089,0.089332113614625,-0.0743591098692419,-0.00455184458596901,5,0,0,0,-0.00383780015414999,-34.6290236370436,0.000577577821011673,30.2692307692308
"S1223",2070022040,-1.05129131247005,-0.879926391378819,-0.0358155568128747,-0.0869840913157626,-0.0485652729625973,5,0,0,0,-0.00441537797516166,-34.6290236370436,0,30.2692307692308
"S1225",2070022040,-1.32560278715348,-0.551376226972764,0.0372102769934768,-0.491619207258165,-0.31981762991603,5.5,0,0,0,-0.000524327391504074,-34.6290236370436,0.00389105058365759,30.2692307692308
"S12292",7070546670,-0.790873039930195,0.12068024976839,-0.100539729064149,-0.210768585815511,-0.600244974818925,17,0,9,1,0.0298311973673041,-60.5554766284966,0.0342465753424658,4.34277777777778
"S12428",7070642870,-0.980941101263937,-0.491171384719205,-0.129464606799088,-0.226494716069694,-0.133810393675951,11,0,0,0,-0.0039738768714089,-33.0185025452322,0.000441501103752759,31.8797518610422
"S12431",7070642870,-1.16730990882935,-0.480202599627624,-0.168026087444798,-0.214602609031861,-0.304478612725064,18,0,0,0,-0.00371107859536559,-33.0185025452322,0.000704299379796069,31.8797518610422
"S12486",7070642870,-0.802748222263269,-0.578669603878688,0.0415829657297207,-0.133374899819348,-0.132286684294954,9.5,0,0,0,-0.00441537797516166,-33.0185025452322,0,31.8797518610422
"S12488",7070642870,-0.935787520888824,-0.452678836135565,-0.0436034125148267,-0.174260513661441,-0.265244758576992,13.5,0,0,0,-0.00426821094057741,-33.0185025452322,0.000147167034584253,31.8797518610422
"S12490",7070642870,-0.898935823587291,-0.546760945662209,-0.00826786746350716,-0.136245778204118,-0.207661232257457,15.5,0,0,0,-0.0039423410782837,-33.0185025452322,0.000473036896877956,31.8797518610422
"S12492",7070642870,-0.920944602874628,-0.191988255837094,-0.0625584125207552,-0.249641930002543,-0.416756004514235,14,0,0,0,-0.00441537797516166,-33.0185025452322,0,31.8797518610422
"S12493",7070642870,-1.75592507135523,-0.561416250940072,-0.0896328757652947,-0.498613716414848,-0.606262228235014,21,0,0,0,-0.00376363825057425,-33.0185025452322,0.000651739724587407,31.8797518610422
"S12494",7070642870,-1.02170157460983,-0.328629071986948,-0.116335382172572,-0.207962904430246,-0.368774216020069,19.5,0,1,1,-0.00245315084737162,-33.0185025452322,0.00196222712779004,31.8797518610422
"S12495",7070642870,-1.3293133146308,-0.505020164712386,0.0419657112514476,-0.29713835807504,-0.569120503094822,12,0,0,0,-0.00422966719342439,-33.0185025452322,0.000185710781737272,31.8797518610422
"S12498",7070656320,-0.0576171825328595,-0.123196906932563,0.140195143409791,-0.037695768550476,-0.0369196504596116,10,0,0,0,-0.00401570228343723,37.3977455937256,0.000399675691724429,102.296
"S12499",7070656320,-0.70324295191341,-0.326852694040801,-0.0199069468796167,-0.166704188800854,-0.189779122192139,10.5,0,0,0,-0.0041184760327378,37.3977455937256,0.000296901942423862,102.296
"S12507",7070656320,-1.75788565873594,-0.427018791789876,0.0803993067371432,-0.62107147931224,-0.79019469437097,12,0,0,0,-0.00441537797516166,37.3977455937256,0,102.296
"S12508",7070656320,-1.4063968488735,-0.563383669428698,-0.00352830811600208,-0.303076384116718,-0.536408487212085,18,0,0,0,-0.00418699186560484,37.3977455937256,0.000228386109556817,102.296
"S12513",7070656320,-0.468713478277434,-0.431710904604887,0.0837464482644129,-0.110306037457317,-0.0104429844796434,10.5,0,0,0,-0.00290802965208667,37.3977455937256,0.00150734832307499,102.296
"S12515",7070656320,-0.67203770792521,-0.338820672620198,-0.0164651523353064,-0.1074071944009,-0.209344688568806,14,0,0,0,-0.00441537797516166,37.3977455937256,0,102.296
"S12517",7070656320,-0.674943501430555,-0.496410139424803,0.045728892524271,-0.0900401738215679,-0.134222080708455,12,0,0,0,-0.00441537797516166,37.3977455937256,0,102.296
"S12519",7070656320,-0.871617123825516,-0.480097399668447,0.0299170534417374,-0.131071861345478,-0.290364916253328,19.5,0,0,0,-0.00127506896875543,37.3977455937256,0.00314030900640623,102.296
"S12520",7070656320,-2.55402341551946,-1.0824285257555,0.0245229331567864,-0.564274596583283,-0.93184322633746,12,0,0,0,-0.00441537797516166,37.3977455937256,0,102.296
"S12523",7070656320,-0.709879671240186,-0.434083636270243,0.00308357816467725,-0.109557811884008,-0.169321801250612,15,0,0,0,-0.00253119257131792,37.3977455937256,0.00188418540384374,102.296
"S12526",7070656320,-1.29810286581523,-0.574940108545489,-0.02942385012066,-0.326211272208044,-0.367527634941033,15.5,0,0,0,-0.00441537797516166,37.3977455937256,0,102.296
